id,name,common_name,supercategory,kingdom,phylum,class,order,family,genus,specific_epithet,image_dir_name
2401,Xanthagrion erythroneurum,Red and Blue Damsel,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Xanthagrion,erythroneurum,02401_Animalia_Arthropoda_Insecta_Odonata_Coenagrionidae_Xanthagrion_erythroneurum
2402,Xanthocnemis zealandica,Red Damselfly,Insects,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Xanthocnemis,zealandica,02402_Animalia_Arthropoda_Insecta_Odonata_Coenagrionidae_Xanthocnemis_zealandica
2403,Cordulegaster boltonii,Golden-ringed Dragonfly,Insects,Animalia,Arthropoda,Insecta,Odonata,Cordulegastridae,Cordulegaster,boltonii,02403_Animalia_Arthropoda_Insecta_Odonata_Cordulegastridae_Cordulegaster_boltonii
2404,Cordulegaster diastatops,Delta-spotted Spiketail,Insects,Animalia,Arthropoda,Insecta,Odonata,Cordulegastridae,Cordulegaster,diastatops,02404_Animalia_Arthropoda_Insecta_Odonata_Cordulegastridae_Cordulegaster_diastatops
2405,Cordulegaster dorsalis,Pacific Spiketail,Insects,Animalia,Arthropoda,Insecta,Odonata,Cordulegastridae,Cordulegaster,dorsalis,02405_Animalia_Arthropoda_Insecta_Odonata_Cordulegastridae_Cordulegaster_dorsalis
2406,Cordulegaster maculata,Twin-spotted Spiketail,Insects,Animalia,Arthropoda,Insecta,Odonata,Cordulegastridae,Cordulegaster,maculata,02406_Animalia_Arthropoda_Insecta_Odonata_Cordulegastridae_Cordulegaster_maculata
2407,Cordulegaster obliqua,Arrowhead Spiketail,Insects,Animalia,Arthropoda,Insecta,Odonata,Cordulegastridae,Cordulegaster,obliqua,02407_Animalia_Arthropoda_Insecta_Odonata_Cordulegastridae_Cordulegaster_obliqua
2408,Cordulia aenea,Downy Emerald,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Cordulia,aenea,02408_Animalia_Arthropoda_Insecta_Odonata_Corduliidae_Cordulia_aenea
2409,Cordulia shurtleffii,American Emerald Dragonfly,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Cordulia,shurtleffii,02409_Animalia_Arthropoda_Insecta_Odonata_Corduliidae_Cordulia_shurtleffii
2410,Dorocordulia libera,Racket-tailed Emerald,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Dorocordulia,libera,02410_Animalia_Arthropoda_Insecta_Odonata_Corduliidae_Dorocordulia_libera
2411,Epitheca canis,Beaverpond Baskettail,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Epitheca,canis,02411_Animalia_Arthropoda_Insecta_Odonata_Corduliidae_Epitheca_canis
2412,Epitheca cynosura,Common Baskettail,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Epitheca,cynosura,02412_Animalia_Arthropoda_Insecta_Odonata_Corduliidae_Epitheca_cynosura
2413,Epitheca petechialis,Dot-winged Baskettail,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Epitheca,petechialis,02413_Animalia_Arthropoda_Insecta_Odonata_Corduliidae_Epitheca_petechialis
2414,Epitheca princeps,Prince Baskettail,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Epitheca,princeps,02414_Animalia_Arthropoda_Insecta_Odonata_Corduliidae_Epitheca_princeps
2415,Epitheca spinigera,Spiny Baskettail,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Epitheca,spinigera,02415_Animalia_Arthropoda_Insecta_Odonata_Corduliidae_Epitheca_spinigera
2416,Hemicordulia australiae,Australian Emerald Dragonfly,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Hemicordulia,australiae,02416_Animalia_Arthropoda_Insecta_Odonata_Corduliidae_Hemicordulia_australiae
2417,Hemicordulia tau,Tau Emerald,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Hemicordulia,tau,02417_Animalia_Arthropoda_Insecta_Odonata_Corduliidae_Hemicordulia_tau
2418,Somatochlora tenebrosa,Clamp-tipped Emerald,Insects,Animalia,Arthropoda,Insecta,Odonata,Corduliidae,Somatochlora,tenebrosa,02418_Animalia_Arthropoda_Insecta_Odonata_Corduliidae_Somatochlora_tenebrosa
2419,Euphaea decorata,Black-banded Gossamerwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Euphaeidae,Euphaea,decorata,02419_Animalia_Arthropoda_Insecta_Odonata_Euphaeidae_Euphaea_decorata
2420,Euphaea formosa,Euphaea formosa,Insects,Animalia,Arthropoda,Insecta,Odonata,Euphaeidae,Euphaea,formosa,02420_Animalia_Arthropoda_Insecta_Odonata_Euphaeidae_Euphaea_formosa
2421,Aphylla angustifolia,Broad-striped Forceptail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Aphylla,angustifolia,02421_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Aphylla_angustifolia
2422,Arigomphus furcifer,Lilypad Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Arigomphus,furcifer,02422_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Arigomphus_furcifer
2423,Arigomphus submedianus,Jade Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Arigomphus,submedianus,02423_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Arigomphus_submedianus
2424,Arigomphus villosipes,Unicorn Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Arigomphus,villosipes,02424_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Arigomphus_villosipes
2425,Dromogomphus spinosus,Black-shouldered Spinyleg,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Dromogomphus,spinosus,02425_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Dromogomphus_spinosus
2426,Dromogomphus spoliatus,Flag-tailed Spinyleg,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Dromogomphus,spoliatus,02426_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Dromogomphus_spoliatus
2427,Erpetogomphus designatus,Eastern Ringtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Erpetogomphus,designatus,02427_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Erpetogomphus_designatus
2428,Gomphurus externus,Plains Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Gomphurus,externus,02428_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Gomphurus_externus
2429,Gomphurus fraternus,Midland Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Gomphurus,fraternus,02429_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Gomphurus_fraternus
2430,Gomphurus vastus,Cobra Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Gomphurus,vastus,02430_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Gomphurus_vastus
2431,Gomphus vulgatissimus,Common Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Gomphus,vulgatissimus,02431_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Gomphus_vulgatissimus
2432,Hagenius brevistylus,Dragonhunter,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Hagenius,brevistylus,02432_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Hagenius_brevistylus
2433,Ictinogomphus rapax,Common Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Ictinogomphus,rapax,02433_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Ictinogomphus_rapax
2434,Onychogomphus forcipatus,Small Pincertail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Onychogomphus,forcipatus,02434_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Onychogomphus_forcipatus
2435,Phanogomphus exilis,Lancet Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Phanogomphus,exilis,02435_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Phanogomphus_exilis
2436,Phanogomphus lividus,Ashy Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Phanogomphus,lividus,02436_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Phanogomphus_lividus
2437,Phanogomphus militaris,Sulphur-tipped Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Phanogomphus,militaris,02437_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Phanogomphus_militaris
2438,Phanogomphus spicatus,Dusky Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Phanogomphus,spicatus,02438_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Phanogomphus_spicatus
2439,Phyllogomphoides albrighti,Five-striped Leaftail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Phyllogomphoides,albrighti,02439_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Phyllogomphoides_albrighti
2440,Phyllogomphoides stigmatus,Four-striped Leaftail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Phyllogomphoides,stigmatus,02440_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Phyllogomphoides_stigmatus
2441,Progomphus obscurus,Common Sanddragon,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Progomphus,obscurus,02441_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Progomphus_obscurus
2442,Stylogomphus albistylus,Eastern Least Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Stylogomphus,albistylus,02442_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Stylogomphus_albistylus
2443,Stylurus plagiatus,Russet-tipped Clubtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Gomphidae,Stylurus,plagiatus,02443_Animalia_Arthropoda_Insecta_Odonata_Gomphidae_Stylurus_plagiatus
2444,Archilestes californicus,California Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Archilestes,californicus,02444_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Archilestes_californicus
2445,Archilestes grandis,Great Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Archilestes,grandis,02445_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Archilestes_grandis
2446,Austrolestes analis,Slender Ringtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Austrolestes,analis,02446_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Austrolestes_analis
2447,Austrolestes colensonis,Blue Damselfly,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Austrolestes,colensonis,02447_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Austrolestes_colensonis
2448,Austrolestes leda,Wandering Ringtail,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Austrolestes,leda,02448_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Austrolestes_leda
2449,Chalcolestes viridis,Willow Emerald Damselfly,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Chalcolestes,viridis,02449_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Chalcolestes_viridis
2450,Lestes alacer,Plateau Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,alacer,02450_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Lestes_alacer
2451,Lestes australis,Southern Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,australis,02451_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Lestes_australis
2452,Lestes barbarus,Migrant Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,barbarus,02452_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Lestes_barbarus
2453,Lestes congener,Spotted Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,congener,02453_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Lestes_congener
2454,Lestes disjunctus,Northern Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,disjunctus,02454_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Lestes_disjunctus
2455,Lestes dryas,Emerald Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,dryas,02455_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Lestes_dryas
2456,Lestes eurinus,Amber-winged Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,eurinus,02456_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Lestes_eurinus
2457,Lestes forcipatus,Sweetflag Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,forcipatus,02457_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Lestes_forcipatus
2458,Lestes inaequalis,Elegant Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,inaequalis,02458_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Lestes_inaequalis
2459,Lestes rectangularis,Slender Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,rectangularis,02459_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Lestes_rectangularis
2460,Lestes sponsa,Emerald Damselfly,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,sponsa,02460_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Lestes_sponsa
2461,Lestes unguiculatus,Lyre-tipped Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,unguiculatus,02461_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Lestes_unguiculatus
2462,Lestes vigilax,Swamp Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,vigilax,02462_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Lestes_vigilax
2463,Lestes virens,Small Spreadwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Lestes,virens,02463_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Lestes_virens
2464,Sympecma fusca,Common Winter Damselfly,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Sympecma,fusca,02464_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Sympecma_fusca
2465,Sympecma paedisca,Siberian Winter Damsel,Insects,Animalia,Arthropoda,Insecta,Odonata,Lestidae,Sympecma,paedisca,02465_Animalia_Arthropoda_Insecta_Odonata_Lestidae_Sympecma_paedisca
2466,Acisoma panorpoides,Grizzled Pintail,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Acisoma,panorpoides,02466_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Acisoma_panorpoides
2467,Agrionoptera insignis,Grenadier,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Agrionoptera,insignis,02467_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Agrionoptera_insignis
2468,Brachydiplax chalybea,Oriental Blue Dasher,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brachydiplax,chalybea,02468_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Brachydiplax_chalybea
2469,Brachymesia furcata,Red-tailed Pennant,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brachymesia,furcata,02469_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Brachymesia_furcata
2470,Brachymesia gravida,Four-spotted Pennant,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brachymesia,gravida,02470_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Brachymesia_gravida
2471,Brachythemis contaminata,Ditch Jewel,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brachythemis,contaminata,02471_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Brachythemis_contaminata
2472,Brachythemis leucosticta,Southern Banded Groundling,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brachythemis,leucosticta,02472_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Brachythemis_leucosticta
2473,Brechmorhoga mendax,Pale-faced Clubskimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Brechmorhoga,mendax,02473_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Brechmorhoga_mendax
2474,Celithemis elisa,Calico Pennant,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Celithemis,elisa,02474_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Celithemis_elisa
2475,Celithemis eponina,Halloween Pennant,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Celithemis,eponina,02475_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Celithemis_eponina
2476,Celithemis fasciata,Banded Pennant,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Celithemis,fasciata,02476_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Celithemis_fasciata
2477,Celithemis martha,Martha's Pennant,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Celithemis,martha,02477_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Celithemis_martha
2478,Crocothemis erythraea,Broad Scarlet,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Crocothemis,erythraea,02478_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Crocothemis_erythraea
2479,Crocothemis servilia,Scarlet Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Crocothemis,servilia,02479_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Crocothemis_servilia
2480,Diplacodes bipunctata,Wandering Percher,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Diplacodes,bipunctata,02480_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Diplacodes_bipunctata
2481,Diplacodes haematodes,Scarlet Percher,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Diplacodes,haematodes,02481_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Diplacodes_haematodes
2482,Diplacodes trivialis,Chalky Percher,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Diplacodes,trivialis,02482_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Diplacodes_trivialis
2483,Dythemis fugax,Checkered Setwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Dythemis,fugax,02483_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Dythemis_fugax
2484,Dythemis nigrescens,Black Setwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Dythemis,nigrescens,02484_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Dythemis_nigrescens
2485,Dythemis velox,Swift Setwing,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Dythemis,velox,02485_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Dythemis_velox
2486,Erythemis collocata,Western Pondhawk,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythemis,collocata,02486_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Erythemis_collocata
2487,Erythemis plebeja,Pin-tailed Pondhawk,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythemis,plebeja,02487_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Erythemis_plebeja
2488,Erythemis simplicicollis,Eastern Pondhawk,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythemis,simplicicollis,02488_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Erythemis_simplicicollis
2489,Erythemis vesiculosa,Great Pondhawk,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythemis,vesiculosa,02489_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Erythemis_vesiculosa
2490,Erythrodiplax basifusca,Plateau Dragonlet,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythrodiplax,basifusca,02490_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Erythrodiplax_basifusca
2491,Erythrodiplax berenice,Seaside Dragonlet,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythrodiplax,berenice,02491_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Erythrodiplax_berenice
2492,Erythrodiplax funerea,Black-winged Dragonlet,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythrodiplax,funerea,02492_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Erythrodiplax_funerea
2493,Erythrodiplax minuscula,Little Blue Dragonlet,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythrodiplax,minuscula,02493_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Erythrodiplax_minuscula
2494,Erythrodiplax umbrata,Band-winged Dragonlet,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythrodiplax,umbrata,02494_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Erythrodiplax_umbrata
2495,Ladona deplanata,Blue Corporal,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Ladona,deplanata,02495_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Ladona_deplanata
2496,Ladona julia,Chalk-fronted Corporal,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Ladona,julia,02496_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Ladona_julia
2497,Lathrecista asiatica,Asiatic Blood Tail,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Lathrecista,asiatica,02497_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Lathrecista_asiatica
2498,Leucorrhinia frigida,Frosted Whiteface,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Leucorrhinia,frigida,02498_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Leucorrhinia_frigida
2499,Leucorrhinia glacialis,Crimson-ringed Whiteface,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Leucorrhinia,glacialis,02499_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Leucorrhinia_glacialis
2500,Leucorrhinia hudsonica,Hudsonian Whiteface,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Leucorrhinia,hudsonica,02500_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Leucorrhinia_hudsonica
2501,Leucorrhinia intacta,Dot-tailed Whiteface,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Leucorrhinia,intacta,02501_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Leucorrhinia_intacta
2502,Leucorrhinia proxima,Belted Whiteface,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Leucorrhinia,proxima,02502_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Leucorrhinia_proxima
2503,Libellula auripennis,Golden-winged Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,auripennis,02503_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Libellula_auripennis
2504,Libellula axilena,Bar-winged Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,axilena,02504_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Libellula_axilena
2505,Libellula comanche,Comanche Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,comanche,02505_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Libellula_comanche
2506,Libellula croceipennis,Neon Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,croceipennis,02506_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Libellula_croceipennis
2507,Libellula cyanea,Spangled Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,cyanea,02507_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Libellula_cyanea
2508,Libellula depressa,Broad-bodied Chaser,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,depressa,02508_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Libellula_depressa
2509,Libellula flavida,Yellow-sided Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,flavida,02509_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Libellula_flavida
2510,Libellula forensis,Eight-spotted Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,forensis,02510_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Libellula_forensis
2511,Libellula fulva,Scarce Chaser,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,fulva,02511_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Libellula_fulva
2512,Libellula incesta,Slaty Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,incesta,02512_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Libellula_incesta
2513,Libellula luctuosa,Widow Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,luctuosa,02513_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Libellula_luctuosa
2514,Libellula needhami,Needham's Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,needhami,02514_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Libellula_needhami
2515,Libellula pulchella,Twelve-spotted Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,pulchella,02515_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Libellula_pulchella
2516,Libellula quadrimaculata,Four-spotted Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,quadrimaculata,02516_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Libellula_quadrimaculata
2517,Libellula saturata,Flame Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,saturata,02517_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Libellula_saturata
2518,Libellula semifasciata,Painted Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,semifasciata,02518_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Libellula_semifasciata
2519,Libellula vibrans,Great Blue Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula,vibrans,02519_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Libellula_vibrans
2520,Macrodiplax balteata,Marl Pennant,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Macrodiplax,balteata,02520_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Macrodiplax_balteata
2521,Macrodiplax cora,Wandering Pennant,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Macrodiplax,cora,02521_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Macrodiplax_cora
2522,Micrathyria hagenii,Thornbush Dasher,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Micrathyria,hagenii,02522_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Micrathyria_hagenii
2523,Nannodiplax rubra,Pygmy Percher,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Nannodiplax,rubra,02523_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Nannodiplax_rubra
2524,Nannothemis bella,Elfin Skimmer,Insects,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Nannothemis,bella,02524_Animalia_Arthropoda_Insecta_Odonata_Libellulidae_Nannothemis_bella
